CustomerID,CustomerName,Phone,LoyaltyPoint
277,Customer 277,0928921372,410
278,Customer 278,0988627882,410
279,Customer 279,0934815833,670
280,Customer 280,0963366574,1195
281,Customer 281,0986489285,695
282,Customer 282,0953951358,312
283,Customer 283,0994243056,1117
284,Customer 284,0960543987,1117
285,Customer 285,0990885730,617
286,Customer 286,0945371951,571
287,Customer 287,0989639661,431
288,Customer 288,0952215495,524
289,Customer 289,0965064576,344
290,Customer 290,0995592745,609
291,Customer 291,0910515805,326
292,Customer 292,0942082799,830
293,Customer 293,0952857593,817
294,Customer 294,0990258111,523
295,Customer 295,0997516412,898
296,Customer 296,0987776683,862
297,Customer 297,0931093418,755
298,Customer 298,0938900833,702
299,Customer 299,0914771033,735
300,Customer 300,0945744507,687
301,Customer 301,0959440834,677
302,Customer 302,0922163893,613
303,Customer 303,0962532686,652
304,Customer 304,0928723517,388
305,Customer 305,0951791133,633
306,Customer 306,0985266024,247
307,Customer 307,0956490786,530
308,Customer 308,0922829237,685
309,Customer 309,0915992623,962
310,Customer 310,0917240242,582
311,Customer 311,0976810705,830
312,Customer 312,0929083147,699
313,Customer 313,0979591425,1139
314,Customer 314,0935318246,815
315,Customer 315,0983859706,917
316,Customer 316,0949918474,656
317,Customer 317,0948989101,572
318,Customer 318,0916254992,448
319,Customer 319,0958799875,780
320,Customer 320,0992948727,324
321,Customer 321,0915553058,547
322,Customer 322,0986405725,773
323,Customer 323,0969497161,1094
324,Customer 324,0967620342,675
325,Customer 325,0955600439,970
326,Customer 326,0921814660,689
327,Customer 327,0984081448,626
328,Customer 328,0938973994,420
329,Customer 329,0983740473,814
330,Customer 330,0945655944,460
331,Customer 331,0910436399,880
332,Customer 332,0953670082,363
333,Customer 333,0965385093,826
334,Customer 334,0910980310,835
335,Customer 335,0912236759,600
336,Customer 336,0962956906,696
337,Customer 337,0981097185,481
338,Customer 338,0940482337,830
339,Customer 339,0993349748,492
340,Customer 340,0940088898,991
341,Customer 341,0964843718,616
342,Customer 342,0951193174,1149
343,Customer 343,0935350391,724
344,Customer 344,0967722781,666
345,Customer 345,0925602895,626
346,Customer 346,0919270231,623
347,Customer 347,0926244298,514
348,Customer 348,0943154363,967
349,Customer 349,0963234917,543
350,Customer 350,0921476175,862
351,Customer 351,0991361692,726
352,Customer 352,0913946515,1064
353,Customer 353,0935426362,634
354,Customer 354,0960029312,760
355,Customer 355,0928512233,828
356,Customer 356,0967517637,380
357,Customer 357,0961708334,739
358,Customer 358,0922169820,991
359,Customer 359,0998790510,969
360,Customer 360,0939831349,723
361,Customer 361,0973348984,708
362,Customer 362,0942991048,770
363,Customer 363,0938977546,689
364,Customer 364,0911655714,320
365,Customer 365,0922352198,944
366,Customer 366,0914785591,799
367,Customer 367,0920992381,367
368,Customer 368,0924248636,829
369,Customer 369,0959592185,855
370,Customer 370,0951610736,708
371,Customer 371,0959506282,479
372,Customer 372,0917626059,484
373,Customer 373,0924605506,303
374,Customer 374,0937723480,615
375,Customer 375,0917954904,539
376,Customer 376,0975896407,488
377,Customer 377,0945507371,514
378,Customer 378,0949394410,875
379,Customer 379,0982917267,532
380,Customer 380,0979104987,152
381,Customer 381,0910179795,576
382,Customer 382,0972091272,463
383,Customer 383,0965476473,782
384,Customer 384,0983422357,337
385,Customer 385,0929577916,525
386,Customer 386,0937347938,467
387,Customer 387,0991938319,383
388,Customer 388,0972841232,563
389,Customer 389,0970864287,655
390,Customer 390,0922515727,297
391,Customer 391,0964351695,587
392,Customer 392,0981091480,426
393,Customer 393,0929811107,693
394,Customer 394,0975231588,751
395,Customer 395,0994218226,581
396,Customer 396,0984249529,604
397,Customer 397,0938729862,1054
398,Customer 398,0934568681,864
399,Customer 399,0956563552,605
400,Customer 400,0917256499,655
401,Customer 401,0937873622,803
402,Customer 402,0962100016,415
403,Customer 403,0915145535,677
404,Customer 404,0972141579,650
405,Customer 405,0983766385,560
406,Customer 406,0988998611,851
407,Customer 407,0929249085,905
408,Customer 408,0989107287,739
409,Customer 409,0947129017,395
410,Customer 410,0979731258,749
411,Customer 411,0983588945,613
412,Customer 412,0940272011,831
413,Customer 413,0979147064,635
414,Customer 414,0940140507,750
415,Customer 415,0970731738,205
416,Customer 416,0964719380,1018
417,Customer 417,0953215943,210
418,Customer 418,0970697078,317
419,Customer 419,0937964258,676
420,Customer 420,0911652574,137
421,Customer 421,0975733945,720
422,Customer 422,0941794831,439
423,Customer 423,0928534043,441
424,Customer 424,0943522383,376
425,Customer 425,0966562351,873
426,Customer 426,0947355118,1074
427,Customer 427,0991745094,605
428,Customer 428,0962284912,491
429,Customer 429,0957189446,939
430,Customer 430,0977551552,579
431,Customer 431,0945521382,741
432,Customer 432,0978080234,422
433,Customer 433,0970137131,803
434,Customer 434,0984992754,675
435,Customer 435,0926130945,559
436,Customer 436,0926745551,481
437,Customer 437,0967780154,609
438,Customer 438,0956078419,652
439,Customer 439,0937234212,746
440,Customer 440,0951629144,338
441,Customer 441,0915534239,268
442,Customer 442,0957740194,560
443,Customer 443,0944292987,737
444,Customer 444,0970981239,956
445,Customer 445,0916283798,545
446,Customer 446,0911903758,351
447,Customer 447,0969586631,697
448,Customer 448,0980353035,348
449,Customer 449,0950084422,838
450,Customer 450,0920445891,808
451,Customer 451,0969738408,888
452,Customer 452,0936879367,511
453,Customer 453,0972094849,883
454,Customer 454,0918202574,640
455,Customer 455,0975174348,627
456,Customer 456,0936411325,67
457,Customer 457,0982618713,848
458,Customer 458,0980471410,802
459,Customer 459,0931099397,489
460,Customer 460,0917045712,427
461,Customer 461,0948689319,549
462,Customer 462,0925019129,428
463,Customer 463,0922487633,431
464,Customer 464,0934087742,676
465,Customer 465,0924864989,429
466,Customer 466,0955838189,501
467,Customer 467,0920518840,834
468,Customer 468,0938806567,590
469,Customer 469,0956243952,979
470,Customer 470,0930879029,512
471,Customer 471,0948225238,650
472,Customer 472,0911767843,394
473,Customer 473,0921670795,736
474,Customer 474,0919697041,780
475,Customer 475,0965039087,395
476,Customer 476,0911623508,479
477,Customer 477,0998179813,383
478,Customer 478,0975534939,565
479,Customer 479,0969132553,571
480,Customer 480,0946944461,311
481,Customer 481,0954962656,566
482,Customer 482,0984659667,315
483,Customer 483,0930376917,520
484,Customer 484,0929759392,328
485,Customer 485,0999215037,609
486,Customer 486,0982469150,461
487,Customer 487,0924437552,305
488,Customer 488,0956681631,786
489,Customer 489,0978406613,728
490,Customer 490,0929675910,387
491,Customer 491,0928219243,326
492,Customer 492,0983341403,512
493,Customer 493,0919929611,867
494,Customer 494,0917362296,944
495,Customer 495,0965184886,705
496,Customer 496,0996156031,674
497,Customer 497,0952623696,683
498,Customer 498,0993633516,847
499,Customer 499,0971781412,668
500,Customer 500,0975677749,351
501,Customer 501,0972797854,703
502,Customer 502,0923281447,1032
503,Customer 503,0967241950,779
504,Customer 504,0938880797,634
505,Customer 505,0930816947,721
506,Customer 506,0968207509,710
507,Customer 507,0955640674,957
508,Customer 508,0927611289,729
509,Customer 509,0964092197,867
510,Customer 510,0941167981,754
511,Customer 511,0978779594,954
512,Customer 512,0940386406,863
513,Customer 513,0993187249,564
514,Customer 514,0928909938,678
515,Customer 515,0977060711,797
516,Customer 516,0921010210,429
517,Customer 517,0970569813,797
518,Customer 518,0938848692,744
519,Customer 519,0925240492,672
520,Customer 520,0931071091,746
521,Customer 521,0932230486,712
522,Customer 522,0920019514,1117
523,Customer 523,0930922071,428
524,Customer 524,0962354957,272
525,Customer 525,0924364947,742
526,Customer 526,0953328197,1302
527,Customer 527,0929042485,792
528,Customer 528,0986517661,491
529,Customer 529,0994935064,938
530,Customer 530,0920379860,451
531,Customer 531,0938811041,453
532,Customer 532,0930946139,762
533,Customer 533,0983737189,419
534,Customer 534,0951112016,518
535,Customer 535,0921875454,628
536,Customer 536,0952916975,899
537,Customer 537,0984335055,592
538,Customer 538,0969003980,782
539,Customer 539,0960128637,695
540,Customer 540,0931181231,406
541,Customer 541,0998777519,1048
542,Customer 542,0984810514,836
543,Customer 543,0942735273,358
544,Customer 544,0954752193,679
545,Customer 545,0930806303,698
546,Customer 546,0931453016,554
547,Customer 547,0916846582,753
548,Customer 548,0976196164,831
549,Customer 549,0996518269,620
550,Customer 550,0990666410,548
551,Customer 551,0991966064,449
552,Customer 552,0981246088,307
553,Customer 553,0982194043,522
554,Customer 554,0998122297,487
555,Customer 555,0932170992,629
556,Customer 556,0961804903,1033
557,Customer 557,0936995645,672
558,Customer 558,0979044315,451
559,Customer 559,0920773925,583
560,Customer 560,0938398595,472
561,Customer 561,0940484069,796
562,Customer 562,0911449754,704
563,Customer 563,0928883049,987
564,Customer 564,0913413944,793
565,Customer 565,0938474213,559
566,Customer 566,0974112019,365
567,Customer 567,0998568045,363
568,Customer 568,0951512713,355
569,Customer 569,0917886442,424
570,Customer 570,0957323349,542
571,Customer 571,0912134516,733
572,Customer 572,0967337499,867
573,Customer 573,0974566524,395
574,Customer 574,0931267282,1001
575,Customer 575,0920836395,905
576,Customer 576,0929811810,646
577,Customer 577,0935428037,437
578,Customer 578,0979926910,616
579,Customer 579,0943591467,904
580,Customer 580,0939968480,689
581,Customer 581,0929979094,455
582,Customer 582,0941533815,960
583,Customer 583,0927163609,773
584,Customer 584,0934073048,471
585,Customer 585,0988771863,741
586,Customer 586,0962875844,593
587,Customer 587,0947348546,758
588,Customer 588,0953274433,646
589,Customer 589,0930952142,306
590,Customer 590,0960629200,1023
591,Customer 591,0949039545,804
592,Customer 592,0934833101,248
593,Customer 593,0967597502,452
594,Customer 594,0952860258,415
595,Customer 595,0977118111,649
596,Customer 596,0969375042,631
597,Customer 597,0992182016,559
598,Customer 598,0999807897,582
599,Customer 599,0979700045,1079
600,Customer 600,0935611462,794
601,Customer 601,0994548659,611
602,Customer 602,0918395279,543
603,Customer 603,0940407484,573
604,Customer 604,0932767848,374
605,Customer 605,0963625334,678
606,Customer 606,0974394304,623
607,Customer 607,0967688507,589
608,Customer 608,0961690299,431
609,Customer 609,0979771207,409
610,Customer 610,0948753247,328
611,Customer 611,0929404878,664
612,Customer 612,0982639052,1077
613,Customer 613,0926155507,807
614,Customer 614,0943539035,603
615,Customer 615,0986107731,715
616,Customer 616,0978666691,737
617,Customer 617,0972552752,468
618,Customer 618,0963422422,454
619,Customer 619,0970703508,413
620,Customer 620,0990964114,993
621,Customer 621,0942564340,930
622,Customer 622,0935823224,917
623,Customer 623,0959565708,978
624,Customer 624,0975770412,1118
625,Customer 625,0930813500,269
626,Customer 626,0988094302,779
627,Customer 627,0958892554,613
628,Customer 628,0969237099,830
629,Customer 629,0957314659,478
630,Customer 630,0961725587,839
631,Customer 631,0935808599,915
632,Customer 632,0931400356,592
633,Customer 633,0996890848,484
634,Customer 634,0913072924,786
635,Customer 635,0913038839,625
636,Customer 636,0928354977,755
637,Customer 637,0942594309,759
638,Customer 638,0990013348,416
639,Customer 639,0983072433,481
640,Customer 640,0927031364,321
641,Customer 641,0980407357,480
642,Customer 642,0998206581,606
643,Customer 643,0988971406,753
644,Customer 644,0945705942,456
645,Customer 645,0960269620,473
646,Customer 646,0980905054,658
647,Customer 647,0999330883,621
648,Customer 648,0965793110,304
649,Customer 649,0982789276,450
650,Customer 650,0995153971,385
651,Customer 651,0946514842,713
652,Customer 652,0962014535,617
653,Customer 653,0991660955,822
654,Customer 654,0920792021,987
655,Customer 655,0957395397,820
656,Customer 656,0958200473,480
657,Customer 657,0957316882,584
658,Customer 658,0973392090,711
659,Customer 659,0948708783,634
660,Customer 660,0960839522,415
661,Customer 661,0987577045,674
662,Customer 662,0997750555,686
663,Customer 663,0982320317,974
664,Customer 664,0917396010,680
665,Customer 665,0988262654,603
666,Customer 666,0950271343,495
667,Customer 667,0951578992,827
668,Customer 668,0937564862,690
669,Customer 669,0985771093,535
670,Customer 670,0965031914,791
671,Customer 671,0986890380,635
672,Customer 672,0992233593,527
673,Customer 673,0984910141,438
674,Customer 674,0925143768,657
675,Customer 675,0960686178,881
676,Customer 676,0910613908,656
677,Customer 677,0917693962,679
678,Customer 678,0977924325,571
679,Customer 679,0956364548,960
680,Customer 680,0954927803,544
681,Customer 681,0996519763,546
682,Customer 682,0952448100,608
683,Customer 683,0989704091,902
684,Customer 684,0929700637,801
685,Customer 685,0975035491,860
686,Customer 686,0998450191,905
687,Customer 687,0968400172,1305
688,Customer 688,0979056810,976
689,Customer 689,0952202291,722
690,Customer 690,0949904724,781
691,Customer 691,0915596677,720
692,Customer 692,0976983429,341
693,Customer 693,0963885621,432
694,Customer 694,0915688125,577
695,Customer 695,0920518745,837
696,Customer 696,0917321060,566
697,Customer 697,0945494565,545
698,Customer 698,0923545330,570
699,Customer 699,0950432366,817
700,Customer 700,0971815756,942
701,Customer 701,0964079246,634
702,Customer 702,0957226877,365
703,Customer 703,0983303719,922
704,Customer 704,0929638532,303
705,Customer 705,0983250723,1033
706,Customer 706,0917608638,898
707,Customer 707,0990404559,986
708,Customer 708,0944728518,650
709,Customer 709,0972926486,570
710,Customer 710,0989599428,1020
711,Customer 711,0910159580,1003
712,Customer 712,0950091768,712
713,Customer 713,0957037015,1116
714,Customer 714,0936020250,1014
715,Customer 715,0918526550,457
716,Customer 716,0946967354,448
717,Customer 717,0924234496,579
718,Customer 718,0992326851,553
719,Customer 719,0993360036,898
720,Customer 720,0950603608,604
721,Customer 721,0932489870,702
722,Customer 722,0958771103,538
723,Customer 723,0967876974,508
724,Customer 724,0947130922,480
725,Customer 725,0985360101,367
726,Customer 726,0947838633,878
727,Customer 727,0949787101,440
728,Customer 728,0929898194,615
729,Customer 729,0954269717,165
730,Customer 730,0993176938,695
731,Customer 731,0996629125,379
732,Customer 732,0982662631,707
733,Customer 733,0912824581,978
734,Customer 734,0914133953,644
735,Customer 735,0953649908,365
736,Customer 736,0947549943,677
737,Customer 737,0927724020,591
738,Customer 738,0998103055,364
739,Customer 739,0993638434,486
740,Customer 740,0969949128,581
741,Customer 741,0971015335,503
742,Customer 742,0910000676,408
743,Customer 743,0970863812,423
744,Customer 744,0955095857,568
745,Customer 745,0940141875,461
746,Customer 746,0916040953,464
747,Customer 747,0939977830,713
748,Customer 748,0953864806,463
749,Customer 749,0993794729,399
750,Customer 750,0977408365,454
751,Customer 751,0991918340,700
752,Customer 752,0978777023,769
753,Customer 753,0912857607,575
754,Customer 754,0937041899,807
755,Customer 755,0938254245,954
756,Customer 756,0966676825,381
757,Customer 757,0987996285,514
758,Customer 758,0926539668,573
759,Customer 759,0921757654,635
760,Customer 760,0997898332,495
761,Customer 761,0953882897,513
762,Customer 762,0976333603,818
763,Customer 763,0937263463,530
764,Customer 764,0916029319,865
765,Customer 765,0990153089,212
766,Customer 766,0931588470,625
767,Customer 767,0962277973,536
768,Customer 768,0930946404,746
769,Customer 769,0953415200,442
770,Customer 770,0964659289,1045
771,Customer 771,0978238405,709
772,Customer 772,0937083120,536
773,Customer 773,0998598411,902
774,Customer 774,0981331432,656
775,Customer 775,0929822015,442
776,Customer 776,0942145093,604
777,Customer 777,0943279796,437
778,Customer 778,0970032255,828
779,Customer 779,0956855178,370
780,Customer 780,0937031894,578
781,Customer 781,0938458504,831
782,Customer 782,0975317944,817
783,Customer 783,0920354741,654
784,Customer 784,0951375750,616
785,Customer 785,0952594196,904
786,Customer 786,0986474427,919
787,Customer 787,0976415394,676
788,Customer 788,0959889758,536
789,Customer 789,0985972091,403
790,Customer 790,0911341390,1089
791,Customer 791,0977741233,756
792,Customer 792,0950137639,447
793,Customer 793,0943706241,560
794,Customer 794,0946768405,703
795,Customer 795,0965049269,496
796,Customer 796,0929894952,394
797,Customer 797,0937280405,672
798,Customer 798,0963622112,462
799,Customer 799,0954285607,836
800,Customer 800,0987182942,577
801,Customer 801,0972008402,830
802,Customer 802,0990422512,404
803,Customer 803,0984753857,605
804,Customer 804,0957270293,376
805,Customer 805,0910906720,616
806,Customer 806,0913331647,447
807,Customer 807,0929929894,210
808,Customer 808,0944605924,709
809,Customer 809,0996485781,543
810,Customer 810,0928150414,682
811,Customer 811,0949304683,586
812,Customer 812,0974327446,240
813,Customer 813,0960733880,752
814,Customer 814,0948578778,977
815,Customer 815,0951181365,585
816,Customer 816,0998932707,302
817,Customer 817,0988201601,466
818,Customer 818,0911051019,441
819,Customer 819,0920387982,646
820,Customer 820,0948869276,693
821,Customer 821,0967428921,591
822,Customer 822,0986872156,368
823,Customer 823,0942394326,272
824,Customer 824,0989243898,390
825,Customer 825,0925798403,536
826,Customer 826,0969256025,617
827,Customer 827,0920217500,727
828,Customer 828,0940392401,656
829,Customer 829,0940109345,571
830,Customer 830,0998838064,448
831,Customer 831,0943679296,1034
832,Customer 832,0948523431,375
833,Customer 833,0940353403,487
834,Customer 834,0917758125,730
835,Customer 835,0954111871,973
836,Customer 836,0916258857,568
837,Customer 837,0942559277,913
838,Customer 838,0998981194,587
839,Customer 839,0988458648,500
840,Customer 840,0965134942,762
841,Customer 841,0999188339,719
842,Customer 842,0938138592,1019
843,Customer 843,0995107573,548
844,Customer 844,0959299765,374
845,Customer 845,0954264042,1136
846,Customer 846,0961840697,299
847,Customer 847,0949200031,409
848,Customer 848,0989938824,314
849,Customer 849,0987903068,740
850,Customer 850,0972852856,646
851,Customer 851,0934039902,654
852,Customer 852,0977807064,690
853,Customer 853,0978116586,383
854,Customer 854,0953443196,870
855,Customer 855,0940958023,556
856,Customer 856,0978109725,732
857,Customer 857,0920996002,901
858,Customer 858,0970860061,798
859,Customer 859,0960464065,799
860,Customer 860,0986128873,670
861,Customer 861,0938679227,517
862,Customer 862,0998956484,618
863,Customer 863,0985050373,482
864,Customer 864,0967130674,479
865,Customer 865,0917969740,1022
866,Customer 866,0911330637,724
867,Customer 867,0944991527,259
868,Customer 868,0913125649,416
869,Customer 869,0985938320,506
870,Customer 870,0977934751,443
871,Customer 871,0948388336,525
872,Customer 872,0986304004,562
873,Customer 873,0921835198,466
874,Customer 874,0984037704,731
875,Customer 875,0944428589,425
876,Customer 876,0945424594,214
877,Customer 877,0943910462,523
878,Customer 878,0975586641,452
879,Customer 879,0910499114,393
880,Customer 880,0956503137,627
881,Customer 881,0988934561,654
882,Customer 882,0996515392,1112
883,Customer 883,0943737457,539
884,Customer 884,0988501990,617
885,Customer 885,0988201572,527
886,Customer 886,0913845876,487
887,Customer 887,0963826277,621
888,Customer 888,0982825931,562
889,Customer 889,0949963456,861
890,Customer 890,0912031582,1252
891,Customer 891,0977948672,672
892,Customer 892,0994913132,333
893,Customer 893,0917518524,732
894,Customer 894,0996231806,753
895,Customer 895,0922187316,572
896,Customer 896,0967364332,472
897,Customer 897,0982913545,367
898,Customer 898,0944158263,1015
899,Customer 899,0940593573,610
900,Customer 900,0914166099,308
901,Customer 901,0913407711,451
902,Customer 902,0921311712,670
903,Customer 903,0967102691,738
904,Customer 904,0958353900,850
905,Customer 905,0973217103,617
906,Customer 906,0923265048,1008
907,Customer 907,0941412977,634
908,Customer 908,0991276294,669
909,Customer 909,0949404218,623
910,Customer 910,0982353409,804
911,Customer 911,0985360489,276
912,Customer 912,0986209199,1085
913,Customer 913,0980773471,642
914,Customer 914,0962340846,445
915,Customer 915,0994178093,917
916,Customer 916,0962268135,441
917,Customer 917,0967029824,722
918,Customer 918,0995942465,660
919,Customer 919,0934266680,360
920,Customer 920,0918717929,419
921,Customer 921,0941970575,656
922,Customer 922,0987352822,588
923,Customer 923,0986163070,514
924,Customer 924,0914272420,835
925,Customer 925,0977892653,636
926,Customer 926,0931044328,431
